Customer Name,Age,Satisfaction,Ticket_Count,Avg_Response_Hours,Avg_Resolution_Hours,High_Priority_Tickets,Cluster,PCA1,PCA2,Segment
Jason Page,64,1.0,2,3.5,7.0,0,5,1.9109433427821971,0.42214130243166265,
Jason Parker,54,1.0,1,17.0,15.0,1,7,1.1620626364591733,2.269414382407325,
Jason Rasmussen,62,,1,13.0,,0,3,-0.5622979413177522,0.6714490767079032,
Jason Reid,37,,1,,,0,4,-0.5432832633807235,-0.13851476985821884,
Jason Serrano,44,5.0,1,2.0,4.0,1,2,0.6678470260925254,-3.2849458432087353,Frequent Support Users
Jason Sharp,24,,1,,,0,4,-0.5329203973686841,-0.4717877587653943,
Jason Simon,33,5.0,1,5.0,0.0,0,2,-1.0201935674999787,-3.4918849808292705,Frequent Support Users
Jason Smith,31,1.0,2,6.0,22.0,0,5,2.56492474389414,1.7938069043756943,
Jason Stephenson,30,,1,15.0,,0,4,-0.5356926554001525,0.05394989933764399,
Jason Stewart,34,,1,16.0,,1,1,0.9931067153516134,-0.03659141329577806,High Value Satisfied Customers
Jason Taylor,37,,1,,,0,4,-0.5432832633807235,-0.13851476985821884,
Jason Thomas,24,,1,,,0,4,-0.5329203973686841,-0.4717877587653943,
Jason Turner,45,,1,,,0,3,-0.5496604116958247,0.0665763002385045,
Jason Vance,46,,1,6.0,,0,3,-0.5533820689877323,-0.4487609240437626,
Jason Wagner,49,,1,8.0,,0,3,-0.5546768069487003,-0.1689866697408573,
Jason Wallace,62,3.0,1,19.0,19.0,0,7,-0.22497863748448405,2.3275563256629908,
Jason White,40,,1,,,0,4,-0.5456746939988865,-0.06160561857194756,
Jason Wilson,52,1.0,1,7.0,4.0,0,3,-0.8325563238885598,0.05800658162044501,
Jason Wood,43,,1,7.0,,0,4,-0.5504422920409718,-0.4242375238217168,
Jason Wright,59,,2,,,0,5,2.0689032203481172,0.44418074138856806,
Jason Young,27,,1,,,0,4,-0.5353118279868471,-0.39487860747912296,
Jay Hurst,54,,1,,,0,3,-0.5568347035503135,0.29730375409731824,
Jay Jordan,48,4.0,1,14.0,6.0,0,2,-0.7680257679192165,-0.8247675063939791,Frequent Support Users
Jay Moore,69,,1,,,0,3,-0.5687918566411282,0.6818495105286746,
Jean Stewart,37,,1,5.0,,1,1,0.9846834751188781,-1.0754403286009941,High Value Satisfied Customers
Jeanette Ayala,67,,1,,,0,3,-0.5671975695623529,0.6305767430044937,
Jeanette Beard,29,2.0,1,5.0,1.0,1,1,0.582192007424812,-2.0058765240790066,High Value Satisfied Customers
Jeanette Gomez,44,,1,,,0,3,-0.548863268156437,0.04093991647641409,
Jeanette York,46,,1,,,0,3,-0.5504575552352123,0.09221268400059492,
Jeanne Duncan,28,,1,,,0,4,-0.5361089715262347,-0.3692422237170325,
Jeff Flores,32,,1,9.0,,0,4,-0.5405770204505128,-0.5033726421880773,
Jeff Hart,60,,1,3.0,,0,3,-0.5661871175249519,-0.39414920589944785,
Jeff Schaefer,62,,1,,,0,3,-0.5632118518654147,0.5023948241940417,
Jeff Wilkinson,26,5.0,2,4.0,6.0,0,5,1.8650836519387692,-2.9684431952625334,
Jeffery Boone,50,,1,1.0,,0,3,-0.5593123747882704,-0.8533781465369861,
Jeffery Brown,40,1.0,1,2.0,22.0,0,7,-0.07416657487010832,1.6001090837204421,
Jeffery Campbell,61,,1,10.0,,1,1,0.968293761816562,0.046995639230761055,High Value Satisfied Customers
Jeffery Chase,70,,1,,,0,3,-0.5695890001805158,0.7074858942907649,
Jeffery Flynn,35,,1,11.0,,0,4,-0.5418717584114807,-0.2235983878851721,
Jeffery Fox,37,,1,22.0,,0,0,-0.5374342358756835,0.9434324462304962,Low Engagement Customers
Jeffery Jackson,59,,1,,,0,3,-0.5608204212472517,0.42548567290777034,
Jeffery Jones,63,,1,,,0,3,-0.5640089954048023,0.5280312079561321,
Jeffery Matthews,55,,1,5.0,,0,3,-0.5611047071708186,-0.3194660216932659,
Jeffery Murphy,30,3.0,1,6.0,0.0,1,1,0.5315216406633746,-2.59379138079694,High Value Satisfied Customers
Jeffery Nelson,45,4.0,1,5.0,6.0,0,2,-0.770569454258431,-1.8145696212551037,Frequent Support Users
Jeffery Rodgers,70,,1,,,0,3,-0.5695890001805158,0.7074858942907649,
Jeffery Shields,24,4.0,1,10.0,6.0,0,2,-0.751087708288303,-1.8457709227174173,Frequent Support Users
Jeffery Smith,69,3.0,1,0.0,0.0,0,3,-1.0342966339250477,-1.9080483239352148,
Jeffery Villegas,19,,1,20.0,,0,0,-0.5241823448239009,0.27911243549623455,Low Engagement Customers
Jeffery Yates,40,,1,,,1,1,0.9857649045818326,-0.3561250177620483,High Value Satisfied Customers
Jeffrey Adams,34,,1,,,1,1,0.9905477658181585,-0.5099433203345908,High Value Satisfied Customers
Jeffrey Aguirre,43,,1,0.0,,1,1,0.9771588822395647,-1.4287847835700367,High Value Satisfied Customers
Jeffrey Anderson,64,,1,17.0,,1,1,0.9697407554985815,0.8339326510752516,High Value Satisfied Customers
Jeffrey Baker,45,3.0,1,4.0,4.0,1,1,0.6854824078462065,-1.8883547574296249,High Value Satisfied Customers
Jeffrey Campbell PhD,51,,1,6.0,,1,1,0.9740718118960485,-0.6150984044234112,High Value Satisfied Customers
Jeffrey Chavez,46,,1,15.0,,1,1,0.9829926465503642,0.16961264034098988,High Value Satisfied Customers
Jeffrey Craig,59,,1,16.0,,1,1,0.9731781268669223,0.6043181807564824,High Value Satisfied Customers
Jeffrey Daniels DDS,65,,1,,,0,3,-0.5656032824835776,0.5793039754803129,
Jeffrey Dennis,27,5.0,1,8.0,18.0,0,6,-0.262199909089073,-0.9845037640901948,
Jeffrey English,45,3.0,1,15.0,6.0,0,0,-0.7564180746545193,-0.21619930667174064,Low Engagement Customers
Jeffrey Gomez,25,1.0,1,0.0,15.0,0,7,-0.3555816870654615,0.09612527685541458,
Jeffrey Gonzalez,33,,1,18.0,,0,0,-0.536439047032523,0.43515670514886634,Low Engagement Customers
Jeffrey Green,43,,1,14.0,,0,0,-0.5466038677407894,0.28579033673650234,Low Engagement Customers
Jeffrey Hall,60,5.0,2,9.0,10.0,0,5,2.0077371161734185,-1.0658874198572816,
Jeffrey Harmon,19,4.0,1,18.0,22.0,0,6,-0.07465676823921831,0.9325314503490377,
Jeffrey Hensley,19,,1,,,0,4,-0.5289346796717459,-0.5999696775758463,
Jeffrey Hernandez,56,,1,22.0,,0,0,-0.5525799631240489,1.4305237377102142,Low Engagement Customers
Jeffrey Hicks,56,,1,,,0,3,-0.5584289906290888,0.3485765216214991,
Jeffrey Hodge,60,2.0,1,22.0,16.0,0,0,-0.33833235480011065,2.7718090346995092,Low Engagement Customers
Jeffrey Hodges,24,4.0,1,9.0,18.0,0,6,-0.2505922158243757,-0.37593556436795617,
Jeffrey Jackson,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Jeffrey Johnson,31,3.0,1,19.0,23.0,0,7,-0.033252574832625365,2.0565843989907804,
Jeffrey Leon,24,,1,19.0,,0,0,-0.5287164088494366,0.3058618027983695,Low Engagement Customers
Jeffrey Luna,64,,1,,,0,3,-0.56480613894419,0.5536675917182224,
Jeffrey Lyons,68,1.0,1,3.0,7.0,0,3,-0.722243046135021,0.45527549324506816,
Jeffrey Martinez,20,,1,18.0,,1,1,1.0053634175602355,-0.19263568294840985,High Value Satisfied Customers
Jeffrey Mayer,64,,1,13.0,,1,1,0.9675473701841916,0.4282024450419833,High Value Satisfied Customers
Jeffrey Morris,65,5.0,1,8.0,21.0,1,6,1.3642091946930466,0.0879763971435848,
Jeffrey Nguyen,21,1.0,1,13.0,16.0,1,7,1.227928641177286,1.1486225047132217,
Jeffrey Porter,70,,1,6.0,,0,3,-0.5725135139330358,0.16651228624640732,
Jeffrey Powell,48,,1,,,0,3,-0.5520518423139876,0.14348545152477576,
Jeffrey Pratt,66,1.0,1,20.0,2.0,0,0,-0.9200951376336403,1.473661138921536,Low Engagement Customers
Jeffrey Reynolds II,31,,1,,,0,4,-0.5385004021443976,-0.29233307243076134,
Jeffrey Rivera,36,1.5,2,14.5,12.5,1,5,3.696045904701282,0.9537032834292365,
Jeffrey Robertson,39,5.0,1,0.0,20.0,0,6,-0.19264509572508393,-1.22644958603535,
Jeffrey Russell,19,,1,,,0,4,-0.5289346796717459,-0.5999696775758463,
Jeffrey Sanchez,32,,1,5.0,,0,4,-0.5427704057649028,-0.9091028482213455,
Jeffrey Scott,58,,1,,,0,3,-0.5600232777078641,0.3998492891456799,
Jeffrey Shaw,52,,1,1.0,,0,3,-0.5609066618670457,-0.8021053790128053,
Jeffrey Smith,39,,1,2.0,,0,4,-0.5499954495264088,-1.0339458164116635,
Jeffrey Torres,44,3.0,1,10.0,3.0,0,2,-0.8836236224562503,-1.1418154254398607,Frequent Support Users
Jeffrey Williams,48,3.0,1,22.0,2.0,0,0,-0.9219856939033414,0.04698173522015706,Low Engagement Customers
Jeffrey Wilson,61,,1,,,0,3,-0.562414708326027,0.4767584404319512,
Jeffrey Wright,39,2.0,1,13.0,10.0,0,4,-0.5770493768266098,0.5349180571918682,
Jeffrey Zamora,29,4.0,1,6.0,6.0,0,2,-0.7572668112996312,-2.123319209940233,Frequent Support Users
Jenna Allen,18,,1,2.0,,1,1,0.9981841633814509,-1.866829274605663,High Value Satisfied Customers
Jenna Ayers,68,2.0,1,3.0,5.0,0,3,-0.8144182689183787,-0.3906472912314209,
Jenna Carroll,25,,1,,,0,4,-0.5337175409080718,-0.4461513750033039,
Jenna Clayton,27,3.0,1,16.0,3.0,0,0,-0.8667821043150753,-0.9690386403454956,Low Engagement Customers
Jenna Daniels,29,4.0,1,3.0,7.0,0,2,-0.7171581970527133,-2.296677871977036,Frequent Support Users
Jenna Ellis,35,3.0,1,17.0,6.0,1,1,0.7840896519772713,-0.5642174404661116,High Value Satisfied Customers
Jenna Gomez,67,1.0,1,22.0,12.0,0,0,-0.5022590561887289,3.0115525505817424,Low Engagement Customers
Jenna Reese,30,1.0,1,4.0,8.0,1,1,0.8817900065037365,-0.581054944908003,High Value Satisfied Customers
Jenna Travis,19,,1,10.0,,1,1,1.001773790470843,-1.0297324787770366,High Value Satisfied Customers
Jenna Walker,51,,1,,,1,1,0.9769963256485685,-0.07412479637905373,High Value Satisfied Customers
Jenna Walsh,39,,1,10.0,,1,1,0.9858309196830902,-0.5170048035352282,High Value Satisfied Customers
Jennifer Adkins,18,,1,21.0,,0,0,-0.5228368549559158,0.3549086032424611,Low Engagement Customers
Jennifer Alexander,40,,1,,,0,4,-0.5456746939988865,-0.06160561857194756,
Jennifer Allen,34,,1,10.0,,0,4,-0.5416229612006905,-0.35066732315557947,
Jennifer Alvarez,27,4.0,1,16.0,7.0,0,2,-0.7084354077021705,-1.0293274698930959,Frequent Support Users
Jennifer Anderson,60,,2,10.0,,0,5,2.0673749483706,0.33457372313956907,
Jennifer Bailey,45,,1,,,0,3,-0.5496604116958247,0.0665763002385045,
Jennifer Baker,52,,1,3.0,,0,3,-0.5598099692098507,-0.5992402759961712,
Jennifer Banks,64,,2,7.0,,0,5,2.0625413352272566,0.1328216036629796,
Jennifer Barker,36,,1,17.0,,1,1,0.9920607746014357,0.11611390573671976,High Value Satisfied Customers
Jennifer Beck,31,,1,,,1,1,0.9929391964363214,-0.5868524716208621,High Value Satisfied Customers
Jennifer Blake,68,,1,20.0,,1,1,0.9681972203268235,1.2407758406485643,High Value Satisfied Customers
Jennifer Blankenship,65,,1,19.0,,1,1,0.9700403046163889,1.062434137853976,High Value Satisfied Customers
Jennifer Bowen,70,,1,,,0,3,-0.5695890001805158,0.7074858942907649,
Jennifer Boyer,52,5.0,1,8.0,12.0,0,6,-0.5326504169700266,-1.1292281249668235,
Jennifer Bryan,37,1.0,1,14.0,2.0,0,0,-0.9002680529629835,0.1216107007710118,Low Engagement Customers
Jennifer Burke,24,2.0,1,20.0,2.0,1,1,0.6361565732834231,-0.48163117777655506,High Value Satisfied Customers
Jennifer Butler,65,,1,9.0,,0,3,-0.5668827572503051,0.34262802196090636,
Jennifer Carter,67,5.0,1,15.0,1.0,1,2,0.5313802672602459,-1.7695028245369786,Frequent Support Users
Jennifer Chang,19,3.0,1,6.0,20.0,0,4,-0.1560763143298723,0.037507646773129615,
Jennifer Clark,57,5.0,2,21.0,14.0,1,5,3.715162914246312,0.3036306177187433,
Jennifer Cole,43,4.0,1,16.0,6.0,0,2,-0.7629433575650832,-0.7500843221877971,Frequent Support Users
Jennifer Collins,47,,1,,,0,3,-0.5512546987746,0.11784906776268533,
Jennifer Cooper,60,,1,7.0,,0,3,-0.5639937322105619,0.01158100013382028,
Jennifer Copeland,42,,1,9.0,,0,4,-0.5485484558443893,-0.24700880456717322,
Jennifer Cox,26,,1,,,1,1,0.9969249141332597,-0.7150343904313141,High Value Satisfied Customers
Jennifer Daniel,57,,1,5.0,,1,1,0.9687406043311251,-0.5627126533591857,High Value Satisfied Customers
Jennifer Davis,59,,1,,,0,3,-0.5608204212472517,0.42548567290777034,
Jennifer Durham,49,,1,5.0,,0,3,-0.5563218459344927,-0.4732843242658084,
Jennifer Edwards,40,,1,15.0,,0,0,-0.543664090794029,0.31031373695854814,Low Engagement Customers
Jennifer Ellison,57,,1,,,1,1,0.9722134644122427,0.0796935061934888,High Value Satisfied Customers
Jennifer Fernandez,26,,1,0.0,,0,4,-0.5407292761715644,-1.570083908335473,
Jennifer Flowers,37,,1,,,0,4,-0.5432832633807235,-0.13851476985821884,
Jennifer Foley,70,5.0,1,12.0,13.0,0,6,-0.5030519621319038,-0.13110401872777971,
Jennifer Golden,52,3.0,1,1.0,6.0,0,3,-0.7696749280305978,-1.4568003414535462,
Jennifer Gonzalez,26,,1,,,0,4,-0.5345146844474594,-0.42051499124121344,
Jennifer Graves,53,,1,15.0,,1,1,0.9774126417746507,0.34906732667562274,High Value Satisfied Customers
Jennifer Greer,23,1.0,1,22.0,7.0,1,1,0.8554865919614947,0.9343373034189222,High Value Satisfied Customers
Jennifer Hall,30,,1,,,0,4,-0.53770325860501,-0.3179694561928517,
Jennifer Hansen,65,,1,,,1,1,0.9658363160971415,0.2847845762902121,High Value Satisfied Customers
Jennifer Hanson,44,2.0,1,11.0,9.0,0,3,-0.6238854404134535,0.3292958804975381,
Jennifer Hays,26,,1,,,0,4,-0.5345146844474594,-0.42051499124121344,
Jennifer Hernandez,61,,1,,,0,3,-0.562414708326027,0.4767584404319512,
Jennifer Herring,64,,1,3.0,,0,3,-0.5693756916825025,-0.29160367085108624,
Jennifer Hicks,56,,1,,,0,3,-0.5584289906290888,0.3485765216214991,
Jennifer Hunt,28,2.0,1,11.0,14.0,0,4,-0.40236287761969924,0.5738087027448324,
Jennifer Hunter,60,,1,17.0,,0,0,-0.5585102689245869,1.0259065152169906,Low Engagement Customers
Jennifer Jackson,56,,1,11.0,,1,1,0.9728278258420977,0.020246271928625964,High Value Satisfied Customers
Jennifer Johnson,24,,1,,,1,1,0.998519201212035,-0.766307157955495,High Value Satisfied Customers
Jennifer Jones,44,1.0,3,10.333333333333334,23.0,0,5,5.228415340134103,2.7162550107878562,
Jennifer Jordan,70,,2,15.0,,0,5,2.062145244619711,1.0981003183020583,
Jennifer Keith,42,,1,,,0,4,-0.5472689810776618,-0.010332851047766755,
Jennifer King,37,,1,1.0,,1,1,0.982490089804488,-1.481170534634262,High Value Satisfied Customers
Jennifer Leon,21,4.0,1,6.0,7.0,1,1,0.8223035888288994,-2.491990686738909,High Value Satisfied Customers
Jennifer Lucas,18,2.0,1,8.0,12.0,0,4,-0.47954378767703604,-0.24873077437731933,
Jennifer Lynch,50,,1,,,0,3,-0.5536461293927629,0.19475821904895657,
Jennifer Marks,66,1.0,1,21.0,16.0,0,7,-0.33499564604709714,3.408239585263927,
Jennifer Martinez,36,,2,10.5,,2,5,5.14965976364164,-0.8190220097766439,
Jennifer Massey,38,5.0,1,1.0,10.0,0,2,-0.6088361381842028,-2.4600433431706046,Frequent Support Users
Jennifer Mcbride,29,1.0,1,14.0,19.0,0,7,-0.18407879969180546,2.1424825029728076,
Jennifer Mccarthy,26,2.0,1,11.0,10.0,0,4,-0.5677832034717655,-0.001220034731941282,
Jennifer Mccormick,64,,1,21.0,,0,0,-0.5595054577677475,1.5341822562986203,Low Engagement Customers
Jennifer Mcdaniel,31,,1,21.0,,0,0,-0.5331997209679552,0.6881815921496365,Low Engagement Customers
Jennifer Mcfarland,45,,1,21.0,,0,0,-0.5443597305193822,1.0470909648189024,Low Engagement Customers
Jennifer Mclean,48,,1,,,1,1,0.9793877562667315,-0.151033947665325,High Value Satisfied Customers
Jennifer Melendez,53,1.0,1,11.0,11.0,1,1,0.9925550890961344,1.1114267196427403,High Value Satisfied Customers
Jennifer Miller,32,,1,9.0,,0,4,-0.5405770204505128,-0.5033726421880773,
Jennifer Morales,62,,1,,,0,3,-0.5632118518654147,0.5023948241940417,
Jennifer Morgan,32,,1,6.0,,1,1,0.9892175391444138,-1.1021896959031292,High Value Satisfied Customers
Jennifer Morris,70,,1,5.0,,0,3,-0.5730618602616333,0.0650797347380903,
Jennifer Nelson,38,,2,2.0,,0,5,2.080525335608348,-1.0408871316929562,
Jennifer Olson,63,2.0,1,4.0,1.0,0,3,-0.9768988178236846,-0.9411526284861484,
Jennifer Ortiz,47,5.0,1,4.0,14.0,0,6,-0.44735077812205754,-1.4012622648342472,
Jennifer Payne,43,,1,,,0,4,-0.5480661246170494,0.015303532714323676,
Jennifer Perez,68,,2,,,0,5,2.0617289284936287,0.6749081952473819,
Jennifer Phillips,38,3.0,1,11.0,6.0,0,4,-0.7530314551931957,-0.8013841990396416,
Jennifer Ramirez,69,3.0,2,5.0,19.0,0,5,2.3914881507348067,1.105650359361983,
Jennifer Ramsey,54,,1,8.0,,0,3,-0.5586625246456385,-0.040804750930405226,
Jennifer Reed,35,,1,,,0,4,-0.5416889763019482,-0.18978753738239967,
Jennifer Reyes,18,,1,21.0,,0,0,-0.5228368549559158,0.3549086032424611,Low Engagement Customers
Jennifer Roberts,61,2.0,1,4.0,6.0,0,3,-0.7665362645813573,-0.3377304335695886,
Jennifer Robinson,68,,1,15.0,,0,3,-0.5659841098968831,1.0281324822970799,
Jennifer Rodriguez,40,2.0,1,21.0,11.0,0,0,-0.5317060965045072,1.502953845508643,Low Engagement Customers
Jennifer Rush,33,,1,,,1,1,0.9913449093575462,-0.5355797040966812,High Value Satisfied Customers
Jennifer Russell,51,,2,11.0,,1,5,3.606537185134405,-0.08924057840102842,
Jennifer Sanders,63,,1,13.0,,0,3,-0.5630950848571399,0.6970854604699938,
Jennifer Scott,19,,1,,,1,1,1.002504918908973,-0.894489076765947,High Value Satisfied Customers
Jennifer Shea,23,,1,,,1,1,0.9993163447514226,-0.7919435417175853,High Value Satisfied Customers
Jennifer Silva,34,,1,2.0,,0,4,-0.5460097318294705,-1.1621277352221155,
Jennifer Simpson,35,,1,2.0,,1,1,0.9846327232118609,-1.431010750650126,High Value Satisfied Customers
Jennifer Smith,26,3.0,4,14.666666666666666,16.0,1,5,9.096691926178245,0.33385428247954313,
Jennifer Solomon,57,,1,7.0,,0,3,-0.561602301592399,-0.06532815115245096,
Jennifer Stewart,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Jennifer Stokes,48,5.0,1,12.0,0.0,0,2,-1.0283122962906108,-2.397311363839695,Frequent Support Users
Jennifer Sutton,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Jennifer Thomas,34,,1,8.0,,0,4,-0.5427196538578856,-0.5535324261722135,
Jennifer Thompson,49,,1,,,0,3,-0.5528489858533753,0.16912183528686617,
Jennifer Turner,20,,1,,,0,4,-0.5297318232111335,-0.5743332938137559,
Jennifer Valenzuela,47,,1,4.0,,1,1,0.9761636933964041,-0.9205090424884069,High Value Satisfied Customers
Jennifer Vargas,66,4.0,1,19.0,3.0,0,2,-0.904893579683338,-0.24896681859921116,Frequent Support Users
Jennifer Velez,46,4.0,1,12.0,16.0,1,6,1.1814479574101868,-0.06403485124341313,
Jennifer Villegas,35,3.0,1,1.0,23.0,0,7,-0.04631138290493095,0.33334400688943566,
Jennifer Ward,40,,1,8.0,,0,4,-0.5475025150942114,-0.399714123599671,
Jennifer Warren,36,1.0,2,12.5,11.0,0,5,2.1052130917732708,1.1409714906205772,
Jennifer Webster,24,,1,,,1,1,0.998519201212035,-0.766307157955495,High Value Satisfied Customers
Jennifer Weiss,43,2.0,1,1.0,23.0,1,7,1.4874189836786238,0.827960477296251,
Jennifer White,70,,1,14.0,,0,3,-0.5681267433042558,0.9779726983129435,
Jennifer Wilson,52,,1,8.0,,1,1,0.9743713610138558,-0.3865969176446868,High Value Satisfied Customers
Jennifer Woods,37,,1,,,0,4,-0.5432832633807235,-0.13851476985821884,
Jennifer Wu,55,,2,,,0,5,2.072091794505668,0.3416352063402064,
Jenny Flynn,44,5.0,1,21.0,12.0,0,6,-0.5191447663831579,-0.015696025455425564,
Jenny Johnson,42,,1,16.0,,0,0,-0.5447100315442067,0.463019055991046,Low Engagement Customers
Jenny Miller DDS,44,4.0,1,11.0,13.0,0,6,-0.47420666011848567,-0.3150377485502548,
Jenny Robinson,48,,1,15.0,,0,0,-0.5500412391091302,0.5154048070552716,Low Engagement Customers
Jenny Romero,51,,1,17.0,,0,0,-0.5513359770700981,0.7951790613581767,Low Engagement Customers
Jeremiah Allen,57,,1,2.0,,0,3,-0.5643440332353864,-0.5724909086940361,
Jeremiah Anderson,34,4.0,1,17.0,2.0,0,2,-0.9222353323128386,-1.4031351944908865,Frequent Support Users
Jeremiah Jones,69,1.0,1,10.0,20.0,0,7,-0.17640427334899095,2.893146639911304,
Jeremiah Stark,30,1.0,1,18.0,23.0,0,7,-0.015667944985961496,3.0976050627207585,
Jeremiah Thompson,49,5.0,1,7.0,17.0,0,6,-0.32203906651690917,-0.6528748653206708,
Jeremiah Vargas,58,1.0,1,7.0,16.0,1,7,1.195144252248358,1.488573394860665,
Jeremy Barrera,37,3.0,1,15.0,8.0,0,0,-0.6665336198739973,-0.15941239179216768,Low Engagement Customers
Jeremy Bean,27,5.0,1,0.0,7.0,0,2,-0.7258768652776674,-3.2362930935263607,Frequent Support Users
Jeremy Booker,63,,1,20.0,,1,1,0.9721829380237618,1.1125939218381122,High Value Satisfied Customers
Jeremy Brown,27,4.0,1,13.0,15.0,0,6,-0.37605122082627984,-0.2861131845128615,
Jeremy Collins II,45,2.0,1,15.0,21.0,0,7,-0.12144535984592632,2.331930380150675,
Jeremy Cox,56,1.0,1,3.0,2.0,0,3,-0.9214455898259213,-0.5070560743407576,
Jeremy Curtis,39,3.0,1,12.0,6.0,1,1,0.7781593461767332,-0.9688346629593348,High Value Satisfied Customers
Jeremy Diaz,57,,1,,,0,3,-0.5592261341684764,0.37421290538358953,
Jeremy George,38,,1,,,0,4,-0.5440804069201112,-0.11287838609612842,
Jeremy Gibbs,48,2.0,1,10.0,0.0,0,3,-1.0034052399939952,-0.8480420683557507,
Jeremy Gonzales,58,,1,,,0,3,-0.5600232777078641,0.3998492891456799,
Jeremy Good,32,,1,,,0,4,-0.5392975456837853,-0.2666966886686709,
Jeremy Green,28,,1,4.0,,0,4,-0.5401301779359498,-1.113080934778024,
Jeremy Jones,52,,1,,,0,3,-0.5552404164715382,0.2460309865731374,
Jeremy Maldonado,22,,1,,,0,4,-0.5313261102899088,-0.523060526289575,
Jeremy Mccoy,29,5.0,1,19.0,9.0,0,2,-0.6335452656476694,-0.9959238623678601,Frequent Support Users
Jeremy Miller,37,5.0,1,6.0,21.0,0,6,-0.14600707744201322,-0.5381880520214802,
Jeremy Miranda,60,,1,23.0,,0,0,-0.5552201909530019,1.6345018242668927,Low Engagement Customers
Jeremy Morgan,23,,1,,,0,4,-0.5321232538292965,-0.4974241425274846,
Jeremy Ortiz,56,4.0,1,7.0,7.0,0,2,-0.7364876873017898,-1.198765304367327,Frequent Support Users
Jeremy Paul,40,,1,,,0,4,-0.5456746939988865,-0.06160561857194756,
Jeremy Richardson,31,,1,,,0,4,-0.5385004021443976,-0.29233307243076134,
Jeremy Robinson,32,,1,,,1,1,0.9921420528969338,-0.5612160878587716,High Value Satisfied Customers
Jeremy Ross,33,5.0,1,14.0,13.0,1,6,1.0589786400633532,-1.1713045140985916,
Jeremy Schwartz,18,4.0,1,18.0,19.0,1,6,1.332319014182757,0.2195586899324018,
Jeremy Smith,20,,1,2.0,,0,4,-0.5348497222780435,-1.5210371078913814,
Jeremy Stephens,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Jeremy Sullivan,59,,1,3.0,,0,3,-0.5653899739855642,-0.4197855896615383,
Jeremy Valencia,42,,1,,,0,4,-0.5472689810776618,-0.010332851047766755,
Jeremy Vincent,58,,1,,,0,3,-0.5600232777078641,0.3998492891456799,
Jeremy Wells,65,,1,,,0,3,-0.5656032824835776,0.5793039754803129,
Jeremy White,34,2.0,1,6.0,2.0,1,1,0.6205082892891817,-1.645323061272089,High Value Satisfied Customers
Jeremy Whitney,25,1.0,1,17.0,23.0,0,7,-0.012230573617620782,2.8679905924019895,
Jerome Wilson,64,,1,11.0,,0,3,-0.5649889210537224,0.5198567412154501,
Jerry Good,61,,1,10.0,,0,3,-0.5631458367641571,0.3415150384208618,
Jerry Gray,38,,1,,,0,4,-0.5440804069201112,-0.11287838609612842,
Jerry Irwin,31,,1,20.0,,0,0,-0.5337480672965527,0.5867490406413195,Low Engagement Customers
Jerry Jones,38,,1,2.0,,0,4,-0.5491983059870211,-1.0595822001737538,
Jerry Mccullough,44,,1,2.0,,1,1,0.9774584313573721,-1.2002832967913122,High Value Satisfied Customers
Jerry Mejia,41,,1,15.0,,0,0,-0.5444612343334166,0.3359501207206385,Low Engagement Customers
Jerry Rivera,21,,1,,,0,4,-0.5305289667505212,-0.5486969100516654,
Jerry Rodgers,56,,1,19.0,,0,0,-0.5542250021098414,1.126226083185263,Low Engagement Customers
Jerry Ruiz,40,5.0,1,23.0,23.0,1,6,1.475870284572121,1.2304330606923761,
Jerry Walls,59,,1,12.0,,0,3,-0.5604548570281868,0.493107373913315,
Jerry Warren,57,1.0,1,12.0,21.0,0,7,-0.12398820498643377,2.9193141302710015,
Jesse Austin,61,,1,,,0,3,-0.562414708326027,0.4767584404319512,
Jesse Cooper,47,3.0,1,22.0,1.0,0,0,-0.962942203596664,-0.10959364103008128,Low Engagement Customers
Jesse Diaz,29,,1,,,0,4,-0.5369061150656224,-0.34360583995494215,
Jesse Edwards,47,,1,23.0,,0,0,-0.5448573249409625,1.3012288353597175,Low Engagement Customers
Jesse Gillespie,66,5.0,1,11.0,2.0,1,2,0.5717376787179539,-2.069930421844189,Frequent Support Users
Jesse Harris,58,1.0,1,8.0,20.0,1,7,1.3627072115077972,2.1137619163215744,
Jesse Hoffman,59,,1,,,0,3,-0.5608204212472517,0.42548567290777034,
Jesse Holland,65,,1,18.0,,0,0,-0.5619476402929277,1.2555209855357596,Low Engagement Customers
Jesse Hubbard,67,,1,,,0,3,-0.5671975695623529,0.6305767430044937,
Jesse Knox,31,,1,,,0,4,-0.5385004021443976,-0.29233307243076134,
Jesse Mckinney,65,2.0,1,15.0,21.0,0,7,-0.1373882306336793,2.8446580553924834,
Jesse Olsen,29,,1,1.0,,1,1,0.9888672381195892,-1.6862616047309855,High Value Satisfied Customers
Jesse Silva,50,,1,22.0,,1,1,0.9836424966929961,0.9821860359475709,High Value Satisfied Customers
Jesse Simpson,29,,1,,,0,4,-0.5369061150656224,-0.34360583995494215,
Jesse Torres,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Jessica Allison,53,,1,14.0,,1,1,0.9768642954460531,0.2476347751673058,High Value Satisfied Customers
Jessica Armstrong,18,3.0,1,15.0,18.0,0,4,-0.23385136029852796,0.6628862416095962,
